Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
11/26/2016,02:17:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,SHADY GROVE ROAD/MILL RUN DRIVE,39.1455666666667,-77.149835,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010.0,HONDA,ACCORD,SILVER,Warning,21-801(a),Transportation Article,No,HISPANIC,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1455666666667, -77.149835)"
11/24/2016,00:06:00,MCP,"5th district, Germantown",UNSAFE LANE CHANGING,MIDDLEBROOK RD / WARING STATION RD,39.1755366666667,-77.2552333333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,VW,TIGUAN,BLACK,Warning,21-309(b),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1755366666667, -77.2552333333333)"
12/01/2016,20:14:00,MCP,"4th district, Wheaton",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,ASPEN HILL RD @ VEIRS MILL RD,39.07126,-77.10801,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,DODGE,INTREPID,BLUE,Warning,21-202(i1),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.07126, -77.10801)"
11/26/2016,01:13:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 61 IN 45,RIVER RD AND ROYAL DOMINION,38.9900133333333,-77.1515433333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,HYUNDAI,SANTA FE,SILVER,Warning,21-801(a),Transportation Article,No,BLACK,F,WINDSOR MILL,MD,MD,Q - Marked Laser,"(38.9900133333333, -77.1515433333333)"
03/30/2012,01:30:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WAYNE AVE @ DALE,38.9979136,-77.0210782666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,TOYOTA,RAV4,WHITE,Citation,21-204(b),Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(38.9979136, -77.0210782666667)"
12/18/2015,16:32:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE RD / GEORGIA  AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,HYUNDAI,SONATA,SILVER,Citation,21-201(a1),Transportation Article,No,BLACK,M,GREENBELT,MD,MD,A - Marked Patrol,
11/23/2016,20:23:00,MCP,"4th district, Wheaton","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",MVA / WALKER'S CHOICE,39.1638216666667,-77.2033466666667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2012.0,FORD,F150,BLACK,Warning,21-901.1(b),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1638216666667, -77.2033466666667)"
06/30/2012,03:42:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,TWINBROOK PKWY @ PARKLAWN DR,39.0610255666667,-77.11649105,No,Yes,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2000.0,HYUN,SONATA,"GREEN, DK",Citation,16-303(c),Transportation Article,Yes,WHITE,M,RIVERDALE,MD,MD,A - Marked Patrol,"(39.0610255666667, -77.11649105)"
04/21/2013,05:25:00,MCP,"4th district, Wheaton",STANDING VEH. W/I 30 FT OF  YIELD SIGN TRAFFIC CONTROL SIGNAL),GEORGIA AVE AND DENNIS,39.05838985,-77.0479946,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996.0,FORD,EXPLORER,GREEN,Citation,21-1003(o),Transportation Article,No,WHITE,F,HYATTSVILL,MD,MD,B - Unmarked Patrol,"(39.05838985, -77.0479946)"
11/30/2016,23:21:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH,GEORGIA AVE/ EMORY LANE,39.1270633333333,-77.0720716666667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2014.0,HONDA,CRV,SILVER,Warning,21-801.1,Transportation Article,No,WHITE,M,FALLS CHURCH,VA,VA,A - Marked Patrol,"(39.1270633333333, -77.0720716666667)"
11/23/2016,09:39:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,E. VILLAGE AVE @ PLUM CREEK DR,39.188175,-77.1664766666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008.0,MAZDA,CX-9,SILVER,Warning,13-409(b),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,E - Marked Stationary Radar,"(39.188175, -77.1664766666667)"
12/01/2016,18:26:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,GEORGIA @ URBANA,39.061235,-77.0525233333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,TOYOTA,4D,GREEN,Warning,21-801(a),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.061235, -77.0525233333333)"
11/23/2016,22:31:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,FREDERICK RD @ HENDERSON CORNER RD,39.20311,-77.2454866666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,CHRY,TOWN & COUNTRY,SILVER,Warning,22-226(a),Transportation Article,No,WHITE,F,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.20311, -77.2454866666667)"
11/23/2016,00:08:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO AVOID PROJECTING GLARING LIGHT WITHIN 500 FEET OF APPROACHING VEH. DRIVER,NICHOLSON LA/ROCKVILLE PIKE,39.0397533333333,-77.1094316666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995.0,HOND,4S,GRAY,Warning,22-223(b),Transportation Article,No,BLACK,M,CAPITOL HEIGHTS,MD,MD,A - Marked Patrol,"(39.0397533333333, -77.1094316666667)"
12/13/2012,15:39:00,MCP,"1st district, Rockville",PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,GEORGIA AVE @ CONNECTICUT AVE,39.0834235,-77.0779819166667,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,,Citation,21-203(c),Transportation Article,No,BLACK,M,ASPEN HILL,MD,MD,B - Unmarked Patrol,"(39.0834235, -77.0779819166667)"
08/25/2014,12:32:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEH. WHILE SO FAR IMPAIRED BY DRUGS CANNOT DRIVE SAFELY,467 N FREDERICK AVE,39.09862,-77.1976383333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,MAZDA,4S,BLACK,Citation,21-902(c1),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.09862, -77.1976383333333)"
11/16/2012,12:04:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STOP SIGN LINE,BROOKES AVE/ RUSSELL AVE,39.1447779,-77.1968758333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,HONDA,CRV,TAN,Citation,21-707(a),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1447779, -77.1968758333333)"
11/27/2016,16:03:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,MATENY RD / DAIRYMAID DR,39.153385,-77.2698583333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,NISSAN,VERSA,BLUE,Warning,13-401(h),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.153385, -77.2698583333333)"
12/01/2016,22:49:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ROCKVILLE PIKE/VEIRS MILL RD,39.0817116666667,-77.1484183333333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2015.0,TOYOTA,CAMRY,WHITE,Warning,21-201(a1),Transportation Article,No,BLACK,M,DUMFRIES,VA,VA,A - Marked Patrol,"(39.0817116666667, -77.1484183333333)"
08/26/2015,02:09:00,MCP,"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIDGE RD/OBSERVATION DR,39.1848583333333,-77.26285,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,BMW,2S,BLACK,Citation,21-201(a1),Transportation Article,No,WHITE,F,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1848583333333, -77.26285)"
04/15/2015,23:25:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,LAYHILL RD @ GEORGIA AVENUE,39.0605316666667,-77.0508266666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,HONDA,ACCORD,BLACK,Citation,13-409(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0605316666667, -77.0508266666667)"
11/27/2016,02:18:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,ROCKVILLE PK AT OLD GEORGETOWN RD,39.050255,-77.114695,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,HYUN,4S,RED,Warning,21-801.1,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,B - Unmarked Patrol,"(39.050255, -77.114695)"
11/26/2016,20:43:00,MCP,"4th district, Wheaton",DRIVING WRONG WAY--ONE WAY STREET,FENIMORE ROAD @ GALT AVENUE,39.04183,-77.054345,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2016.0,TOYOTA,RAV4,RED,Warning,21-308(a),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.04183, -77.054345)"
11/26/2016,00:56:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,RIVER RD AND ROYAL DOMINION,38.989775,-77.1507566666667,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2006.0,CADILLAC,ESCALADE,"BLUE, DARK",Warning,21-801.1,Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,Q - Marked Laser,"(38.989775, -77.1507566666667)"
01/19/2012,23:59:00,MCP,"1st district, Rockville",DRIVING WHILE IMPAIRED BY ALCOHOL,MACARTHUR BLVD @ BRICKYARD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,MERCEDEZ,E350,SILVER,Citation,21-902(b1),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,
02/19/2016,00:14:00,MCP,"2nd district, Bethesda",POSSESSING SUSPENDED LIC.,EAST WEST HWY/EDGEVALE ST,38.9878466666667,-77.0767033333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,HYUN,4S,SILVER,Citation,16-301(j),Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,Q - Marked Laser,"(38.9878466666667, -77.0767033333333)"
12/01/2016,08:59:00,MCP,"5th district, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",FREDERICK RD AT GERMANTOWN RD,39.192145,-77.2422933333333,No,No,No,Yes,No,No,No,No,No,No,MD,28 - Other,2007.0,TOYT,TK,WHITE,Warning,21-901.1(b),Transportation Article,No,HISPANIC,F,DAMASCUS,MD,MD,B - Unmarked Patrol,"(39.192145, -77.2422933333333)"
06/30/2012,03:42:00,MCP,"1st district, Rockville",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,TWINBROOK PKWY @ PARKLAWN DR,39.0610255666667,-77.11649105,No,Yes,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2000.0,HYUN,SONATA,"GREEN, DK",Citation,16-101(a),Transportation Article,Yes,WHITE,M,RIVERDALE,MD,MD,A - Marked Patrol,"(39.0610255666667, -77.11649105)"
11/29/2016,12:31:00,MCP,"3rd district, Silver Spring",DRIVING A MOTOR VEHICLE WITHOUT LIGHTED HEAD LAMPS WHILE OPERATING WINDSHIELD WIPERS,SPRING ST AND WOODLAND DR,39.0000066666667,-77.03102,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,TOYOTA,TACOMA,WHITE,Warning,22-201.2,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0000066666667, -77.03102)"
11/23/2016,22:36:00,MCP,Headquarters and Special Operations,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,WASHINGTONIAN AND 370,39.1170583333333,-77.20505,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,BMW,4DR,GRAY,Warning,13-411(a),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1170583333333, -77.20505)"
11/29/2016,09:19:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,COLUMBIA PIKE / PRELUDE,39.0389933333333,-76.9980866666667,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,CHEVROLET,SUV,GRAY,Warning,13-401(h),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0389933333333, -76.9980866666667)"
11/17/2013,21:28:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,WB 198/29,39.1101383333333,-76.93388,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012.0,PORS,4H,BLACK,Citation,21-202(h1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1101383333333, -76.93388)"
09/03/2015,21:46:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GEORGIA AVE @ FENTON ST,38.9981066666667,-77.0269683333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001.0,BMW,4S,"GREEN, DK",Citation,16-303(c),Transportation Article,No,BLACK,M,BELTSVILLE,MD,MD,A - Marked Patrol,"(38.9981066666667, -77.0269683333333)"
11/28/2016,12:14:00,MCP,"4th district, Wheaton",DRIVER FAILING TO STOP AT RED SIGNAL BEFORE LEFT TURN.,GREAT SENECA HWY AND I370,39.1099083333333,-77.2115516666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,TOYT,SIENNA,GOLD,Warning,21-202(i2),Transportation Article,No,ASIAN,F,POTOMAC,MD,MD,A - Marked Patrol,"(39.1099083333333, -77.2115516666667)"
08/23/2015,14:41:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,WASHINGTONIAN BLVD @GRAND CORNER AVE,39.0746,-77.1656033333333,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,CHRYSLER,PACIFICA,"BLUE, LIGHT",Citation,16-303(d),Transportation Article,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.0746, -77.1656033333333)"
10/10/2013,18:34:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,SB COLUMBIA PIKE AT GREENCASTLE ROAD,39.096875,-76.9375183333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,TOYOT,PRIUS,BLACK,Citation,21-801(b),Transportation Article,Yes,WHITE,M,ELKRIDGE,MD,MD,A - Marked Patrol,"(39.096875, -76.9375183333333)"
11/23/2016,23:16:00,MCP,"5th district, Germantown",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,FREDERICK RD @ PLUMMER DR,39.1840266666667,-77.262855,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,INF,4D,"BLUE, LIGHT",Warning,22-204(f),Transportation Article,No,HISPANIC,M,BOYDS,MD,MD,A - Marked Patrol,"(39.1840266666667, -77.262855)"
11/27/2016,20:01:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,PINEY BRANCH AT UNIVERSITY BLVD E,38.9963583333333,-76.9933216666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,HONDA,CRV,RED,Warning,21-202(h1),Transportation Article,No,HISPANIC,F,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9963583333333, -76.9933216666667)"
11/26/2016,16:00:00,MCP,"5th district, Germantown",MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT,RICHTER FARM@AUTUMN CREST,39.1669083333333,-77.2979566666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,TOYT,HIGHLANDER,GREEN,Warning,22-206(a),Transportation Article,No,BLACK,M,BOYDS,MD,MD,A - Marked Patrol,"(39.1669083333333, -77.2979566666667)"
04/14/2015,09:42:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,N/B COLESVILLE RD /  FENTON ST,38.997705,-77.0270016666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002.0,NISSAN,MAXIMA,SILVER,Citation,13-401(h),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.997705, -77.0270016666667)"
11/27/2016,21:28:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MAPLE AVE/EAST WEST HWY,38.9870583333333,-77.0841266666667,No,No,No,No,No,No,No,No,No,No,PA,02 - Automobile,2015.0,BMW,X3,BLUE,Warning,21-201(a1),Transportation Article,No,OTHER,M,SEWICKLEY,PA,PA,A - Marked Patrol,"(38.9870583333333, -77.0841266666667)"
11/22/2016,23:19:00,MCP,"2nd district, Bethesda",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS,UNIVERSITY BLVD / VEIRS MILL RD,39.0395633333333,-77.055935,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,GMC,SUV,TAN,Warning,13-411(c1),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0395633333333, -77.055935)"
06/01/2014,09:23:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,CONNECTICUT AVE/JONES BRIDGE RD,39.000225,-77.0787833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004.0,PONTIAC,GRAND PRIX,BLACK,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.000225, -77.0787833333333)"
07/03/2015,21:06:00,MCP,"4th district, Wheaton",NEGLIGENT DRIVING,NEW HAMPSHIRE AVE @ BRIGHTON KNOLLS DR,39.14925,-77.0664883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,HONDA,FIT,BLUE,Citation,21-901.1(b),Transportation Article,Yes,WHITE,F,OLNEY,MD,MD,A - Marked Patrol,"(39.14925, -77.0664883333333)"
11/27/2016,02:10:00,MCP,"1st district, Rockville",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,ROCKVILLE PIKE/CONRESSIONAL PIKE,39.0642283333333,-77.1259816666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009.0,HOND,2S,BLACK,Warning,23-104,Transportation Article,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0642283333333, -77.1259816666667)"
01/20/2015,11:13:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,RANDOLPH RD / NEW HAMPSHIRE AVE,39.0832766666667,-77.0115733333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,BUICK,ENCLAVE,BEIGE,Citation,16-303(c),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0832766666667, -77.0115733333333)"
04/10/2013,02:31:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,W/B ICC AT 13.3,39.0583890166667,-77.0481262,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999.0,TOYOTA,TRUCK,RED,Citation,21-902(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0583890166667, -77.0481262)"
01/24/2015,22:43:00,MCP,"6th district, Gaithersburg / Montgomery Village","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",WHISPERING OAKS/STREAMSIDE DR,39.1497566666667,-77.2340533333333,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2004.0,BUICK,4S,SILVER,Citation,21-901.1(b),Transportation Article,No,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1497566666667, -77.2340533333333)"
11/24/2016,17:31:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,GEORGIA  AVE/  KAYSON ST,39.074735,-77.0672683333333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1998.0,DODG,TK,GREEN,Warning,22-226(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.074735, -77.0672683333333)"
02/08/2015,14:54:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE,GEORGIA AVE / RANDOLPH ROAD,39.14938,-77.2344866666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994.0,HONDA,ACCORD,WHITE,Citation,16-115(g),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.14938, -77.2344866666667)"
02/24/2014,11:13:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,LAYHILL RD AND ICC,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006.0,HUMM,H2,YELLOW,Warning,21-801.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,Q - Marked Laser,
10/26/2014,18:03:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,LITTLE SENNECA PKWY @ GREY SQUIRREL,39.2269218833333,-77.2553279833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,ACUR,2S,GRAY,Citation,21-801.1,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.2269218833333, -77.2553279833333)"
11/24/2016,00:29:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,CONNECTICUT AVE/EAST WEST HWY,38.9873183333333,-77.0770783333333,No,No,No,No,No,No,No,No,No,No,NC,02 - Automobile,2011.0,ACURA,MDX,GRAY,Warning,13-411(f),Transportation Article,No,BLACK,M,GROVE CITY,OH,OH,A - Marked Patrol,"(38.9873183333333, -77.0770783333333)"
11/23/2016,21:53:00,MCP,"4th district, Wheaton",DRIVING A MOTOR VEHICLE WITHOUT LIGHTED HEAD LAMPSWHILE OPERATING WINDSHIELD WIPERS,OLDE TOWNE / S. SUMMIT,39.1406266666667,-77.1939416666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007.0,TOYOTA,CAMRY,BLUE,Warning,22-201.2,Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1406266666667, -77.1939416666667)"
10/16/2014,22:33:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEH. ON HWY. ON SUSPENDED LIC. AND PRIVILEGE,NORBECK RD @ FIRESTONE DR,39.1209333333333,-76.9879833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003.0,TOYOTA,COROLLA,RED,Citation,16-303(c),Transportation Article,No,BLACK,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.1209333333333, -76.9879833333333)"
11/23/2016,20:16:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,MONTGOMERY VILLAGE AVE / CLUBHOUSE RD,39.1745233333333,-77.2054733333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013.0,VW,JETTA,WHITE,Warning,22-406(i1),Transportation Article,No,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1745233333333, -77.2054733333333)"
12/01/2016,02:17:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GAITHER RD / SHADY GROVE RD,39.1159766666667,-77.184795,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015.0,HYUNDAI,SONATA,WHITE,Warning,13-409(b),Transportation Article,No,BLACK,F,COLUMBIA,MD,MD,A - Marked Patrol,"(39.1159766666667, -77.184795)"
03/19/2012,16:24:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ELM ST @ ARLINGTON RD,38.9820370166667,-77.1002887,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005.0,MERCEDES,SLK350 CONV,"BLUE, LIGHT",Citation,21-201(a1),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.9820370166667, -77.1002887)"
11/24/2016,00:12:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF DR. TO SLOW TO REASONABLE & PRUDENT SPEED WHILE PASSING STOPPED EMERG. VEH,SOUTH FREDERICK / W DEER PARK,39.133615,-77.18996,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011.0,TOYOTA,4RUNNER,WHITE,Warning,21-405(e2),Transportation Article,No,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.133615, -77.18996)"
